responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;funcional_programatica_formatado;categoria_economica_despesa_codigo;numero_empenho
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;113703;EXECUÇÃO DIRETA - CAIXA ESCOLAR;560;ENVIADA PARA SEE;MEDINA;EE PROFESSOR QUERUBIM CIRINO DE MATOS;0;185167,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Mobiliário e Equipamento;Mobiliário e Equipamento;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;694828,0;;12.368.110.4410.0001;4;1731
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;113704;EXECUÇÃO DIRETA - CAIXA ESCOLAR;560;ENVIADA PARA SEE;COMERCINHO;EE ALPHONSUS DE GUIMARÃES;0;184641,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Mobiliário e Equipamento;Mobiliário e Equipamento;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;694725,0;;12.368.110.4410.0001;4;1722
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;113705;EXECUÇÃO DIRETA - CAIXA ESCOLAR;560;ENVIADA PARA SEE;COMERCINHO;EE FERNANDO DA COSTA AMARAL;0;184667,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Mobiliário e Equipamento;Mobiliário e Equipamento;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;694804,0;;12.368.110.4410.0001;4;1723
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;113706;EXECUÇÃO DIRETA - CAIXA ESCOLAR;560;ENVIADA PARA SEE;ITAOBIM;EE DE ITAOBIM;0;146897,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Mobiliário e Equipamento;Mobiliário e Equipamento;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;694800,0;;12.368.110.4410.0001;4;1720
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;113707;EXECUÇÃO DIRETA - CAIXA ESCOLAR;560;ENVIADA PARA SEE;ITAOBIM;EE IRMÃOS FERNANDES;0;146901,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Mobiliário e Equipamento;Mobiliário e Equipamento;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;694801,0;;12.368.110.4410.0001;4;1721
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;113708;EXECUÇÃO DIRETA - CAIXA ESCOLAR;560;ENVIADA PARA SEE;ITAOBIM;EE PROFESSORA DEYS LOPES JARDIM;0;310271,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Mobiliário e Equipamento;Mobiliário e Equipamento;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;694639,0;;12.368.110.4410.0001;4;1728
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;113709;EXECUÇÃO DIRETA - CAIXA ESCOLAR;560;ENVIADA PARA SEE;ITAOBIM;EE CHAVES RIBEIRO;0;146889,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Mobiliário e Equipamento;Mobiliário e Equipamento;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;694799,0;;12.368.110.4410.0001;4;1719
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;113710;EXECUÇÃO DIRETA - CAIXA ESCOLAR;560;ENVIADA PARA SEE;FRANCISCO DUMONT;EE DE FRANCISCO DUMONT;0;80268,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Mobiliário e Equipamento;Mobiliário e Equipamento;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;694641,0;;12.368.110.4410.0001;4;3490
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113711;TRANSFERÊNCIA ESPECIAL;569;APROVADO;CENTRAL DE MINAS;MUNICIPIO DE CENTRAL DE MINAS;17.990.714/0001-97;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;251000,0;;251000,0;251000,0;251000,0;251000,0;0,0;0,0;0,0;0,0;;9384186,0;0012/2023;04.122.024.2090.0001;4;316
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113712;TRANSFERÊNCIA ESPECIAL;569;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9384187,0;0012/2023;04.122.024.2090.0001;4;318
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113713;TRANSFERÊNCIA ESPECIAL;569;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;308733,0;;308733,0;308733,0;308733,0;308733,0;0,0;0,0;0,0;0,0;;9384188,0;0012/2023;04.122.024.2090.0001;4;319
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113714;TRANSFERÊNCIA ESPECIAL;614;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;82089,0;;82089,0;82089,0;82089,0;82089,0;0,0;0,0;0,0;0,0;;9384678,0;0012/2023;04.122.024.2090.0001;4;1084
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113715;TRANSFERÊNCIA ESPECIAL;569;APROVADO;CENTRAL DE MINAS;MUNICIPIO DE CENTRAL DE MINAS;17.990.714/0001-97;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;252000,0;;252000,0;252000,0;252000,0;252000,0;0,0;0,0;0,0;0,0;;9384189,0;0012/2023;04.122.024.2090.0001;4;321
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113716;TRANSFERÊNCIA ESPECIAL;569;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;233000,0;;233000,0;233000,0;233000,0;233000,0;0,0;0,0;0,0;0,0;;9384190,0;0012/2023;04.122.024.2090.0001;4;324
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113717;TRANSFERÊNCIA ESPECIAL;569;APROVADO;CENTRAL DE MINAS;MUNICIPIO DE CENTRAL DE MINAS;17.990.714/0001-97;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;248000,0;;248000,0;248000,0;248000,0;248000,0;0,0;0,0;0,0;0,0;;9384191,0;0012/2023;04.122.024.2090.0001;4;326
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113718;TRANSFERÊNCIA ESPECIAL;569;APROVADO;CENTRAL DE MINAS;MUNICIPIO DE CENTRAL DE MINAS;17.990.714/0001-97;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;249000,0;;249000,0;249000,0;249000,0;249000,0;0,0;0,0;0,0;0,0;;9384192,0;0012/2023;04.122.024.2090.0001;4;330
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113719;RESOLUÇÃO SES;993;APROVADO;ITABIRINHA;FUNDO MUNICIPAL DE SAÚDE DE ITABIRINHA;13.920.005/0001-84;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;650000,0;;650000,0;650000,0;650000,0;650000,0;0,0;0,0;0,0;0,0;;9387324,0;8685;10.301.159.4460.0001;3;4687
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113720;RESOLUÇÃO SES;993;APROVADO;ITABIRINHA;FUNDO MUNICIPAL DE SAÚDE DE ITABIRINHA;13.920.005/0001-84;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;480000,0;;480000,0;480000,0;480000,0;480000,0;0,0;0,0;0,0;0,0;;9387325,0;8685;10.301.159.4460.0001;3;4699
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113721;RESOLUÇÃO SES;993;APROVADO;ITABIRINHA;FUNDO MUNICIPAL DE SAÚDE DE ITABIRINHA;13.920.005/0001-84;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;395000,0;;395000,0;395000,0;395000,0;395000,0;0,0;0,0;0,0;0,0;;9387326,0;8685;10.301.159.4460.0001;3;4708
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113722;RESOLUÇÃO SES;993;APROVADO;ITABIRINHA;FUNDO MUNICIPAL DE SAÚDE DE ITABIRINHA;13.920.005/0001-84;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Indicação terá valor complementar.;FES Custeio;266734,0;;266734,0;266734,0;266734,0;266734,0;0,0;0,0;0,0;0,0;;9387327,0;8685;10.301.159.4460.0001;3;4709
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113723;RESOLUÇÃO SES;995;APROVADO;ITABIRINHA;FUNDO MUNICIPAL DE SAÚDE DE ITABIRINHA;13.920.005/0001-84;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Indicação complementar a indicação 113722.;FES Custeio;82089,0;;82089,0;82089,0;82089,0;82089,0;0,0;0,0;0,0;0,0;;9387328,0;8685;10.301.159.4460.0001;3;4690
NEILANDO PIMENTA;PSB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113724;CELEBRAÇÃO DE CONVÊNIO;247;APROVADO;TEOFILO OTONI;ASSOCIACAO COMUNITARIA BELA VISTA;26.218.222/0001-79;;2007;EXECUÇÃO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Diversos;Aquisição de equipamentos diversos, conforme a planilha a ser apresentada;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;1491000357/2023;9389109,0;;04.122.024.2007.0001;4;24
NEILANDO PIMENTA;PSB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113725;CELEBRAÇÃO DE CONVÊNIO;247;APROVADO;TEOFILO OTONI;INSTITUTO DE ENSINO, PESQUISA E POLÍTICAS PÚBLICAS;06.082.726/0001-05;;2007;EXECUÇÃO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Diversos;Aquisição de equipamentos diversos, conforme a planilha a ser apresentada;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;1491000471/2023;9389371,0;;04.122.024.2007.0001;4;48
NEILANDO PIMENTA;PSB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113726;CELEBRAÇÃO DE CONVÊNIO;247;APROVADO;TEOFILO OTONI;INSTITUTO CANTINHO DA SOLIDARIEDADE;05.265.884/0001-20;;2007;EXECUÇÃO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Diversos;Aquisição de equipamentos diversos, conforme a planilha a ser apresentada;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;1491000312/2023;9389039,0;;04.122.024.2007.0001;4;13
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113727;RESOLUÇÃO SES;578;APROVADO;MURIAE;FUNDO MUNICIPAL DE SAUDE;11.273.981/0001-67;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;;Valor será complementado em outra indicação.;FES Veículo Passeio (5 lugares);1864,0;;1864,0;1864,0;1864,0;1864,0;0,0;0,0;0,0;0,0;;9387708,0;8686;10.301.159.4460.0001;4;4064
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113728;RESOLUÇÃO SES;613;APROVADO;MURIAE;FUNDO MUNICIPAL DE SAUDE;11.273.981/0001-67;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;;Indicação complementar a indicação 113727.;FES Veículo Passeio (5 lugares);82089,0;;82089,0;82089,0;82089,0;82089,0;0,0;0,0;0,0;0,0;;9387709,0;8686;10.301.159.4460.0001;4;4066
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113729;RESOLUÇÃO SES;993;APROVADO;DESCOBERTO;FUNDO MUNICIPAL DE SAÚDE DE DESCOBERTO;13.401.308/0001-90;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;180000,0;;180000,0;180000,0;180000,0;180000,0;0,0;0,0;0,0;0,0;;9387223,0;8685;10.301.159.4460.0001;3;4949
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113730;RESOLUÇÃO SES;993;APROVADO;MURIAE;FUNDO MUNICIPAL DE SAUDE;11.273.981/0001-67;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;429870,0;;429870,0;429870,0;429870,0;429870,0;0,0;0,0;0,0;0,0;;9387047,0;8685;10.301.159.4460.0001;3;5083
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113731;RESOLUÇÃO SES;993;APROVADO;MERCES;FUNDO MUNICIPAL DE SAÚDE DE MERCÊS;11.840.379/0001-64;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;180000,0;;180000,0;180000,0;180000,0;180000,0;0,0;0,0;0,0;0,0;;9387013,0;8685;10.301.159.4460.0001;3;5012
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113732;TRANSFERÊNCIA ESPECIAL;569;APROVADO;COIMBRA;MUNICIPIO DE COIMBRA;18.132.464/0001-17;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;491733,0;;491733,0;491733,0;491733,0;491733,0;0,0;0,0;0,0;0,0;;9384214,0;0012/2023;04.122.024.2090.0001;4;335
DOUTOR WILSON BATISTA;PSD;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113733;RESOLUÇÃO SES;1004;APROVADO;ALEM PARAIBA;FUNDO MUNICIPAL DE SAUDE - MUNICIPIO DE ALEM PARAIBA;19.306.957/0001-99;;4463; APOIO E FORTALECIMENTO À ATENÇÃO ESPECIALIZADA;OUTRAS DESPESAS CORRENTES;;3;;Reforço do custeio das ações e serviços de saúde para apoio e fortalecimento da Atenção Especializada.;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9388549,0;8776;10.302.158.4463.0001;3;2482
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113734;TRANSFERÊNCIA ESPECIAL;614;APROVADO;COIMBRA;MUNICIPIO DE COIMBRA;18.132.464/0001-17;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;8267,0;;8267,0;8267,0;8267,0;8267,0;0,0;0,0;0,0;0,0;;9384683,0;0012/2023;04.122.024.2090.0001;4;1093
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113735;TRANSFERÊNCIA ESPECIAL;614;APROVADO;ALTO CAPARAO;PREFEITURA MUNICIPAL DE ALTO CAPARAÓ;01.616.270/0001-94;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;73822,0;;73822,0;73822,0;73822,0;73822,0;0,0;0,0;0,0;0,0;;9384684,0;0012/2023;04.122.024.2090.0001;4;1097
Bloco Minas São Muitas;;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113736;TRANSFERÊNCIA ESPECIAL;569;APROVADO;LARANJAL;PREFEITURA MUNICIPAL DE LARANJAL;17.947.615/0001-22;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;;9384215,0;0012/2023;04.122.024.2090.0001;4;339
SAVIO DE SOUZA CRUZ;MDB;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;113740;RESOLUÇÃO SES;525;APROVADO;BELO HORIZONTE;FUNDAÇÃO DE ASSISTÊNCIA INTEGRAL À SAÚDE;25.459.256/0001-92;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;180000,0;;180000,0;180000,0;180000,0;180000,0;0,0;0,0;0,0;0,0;;9388348,0;8771;10.302.157.4457.0001;3;2425
PROFESSOR IRINEU;PATRI;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;113741;CELEBRAÇÃO DE CONVÊNIO;1007;APROVADO;CONTAGEM;OBRA SOCIAL MARIA DO CARMO FONSECA SILVA;07.811.509/0001-63;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Veículo Passeio (5 lugares);Indicação de emenda para aquisição de um veículo comum ( 5 lugares). ;;100000,0;;96140,0;96140,0;96140,0;96140,0;0,0;0,0;0,0;0,0;1481000554/2023;9390102,0;;08.244.065.4226.0001;4;49
PROFESSOR IRINEU;PATRI;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;113742;CELEBRAÇÃO DE CONVÊNIO;1007;APROVADO;CONTAGEM;OBRA SOCIAL MARIA DO CARMO FONSECA SILVA;07.811.509/0001-63;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Veículo Utilitário;Indicação de emenda para aquisição de um Veículo Utilitário. ;;150000,0;;123148,8;123148,8;123148,8;123148,8;0,0;0,0;0,0;0,0;1481000554/2023;9390102,0;;08.244.065.4226.0001;4;49
PROFESSOR IRINEU;PATRI;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;113743;CELEBRAÇÃO DE CONVÊNIO;1007;APROVADO;CONTAGEM;ASSOCIACAO COMUNITARIA DA BENCAO DE DEUS;23.850.928/0001-60;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Veículo Passeio (5 lugares);Indicação de  emenda para aquisição de um veiculo comum de (5 lugares);;100000,0;;97755,2;97755,2;97755,2;97755,2;0,0;0,0;0,0;0,0;1481000717/2023;9390120,0;;08.244.065.4226.0001;4;53
PROFESSOR IRINEU;PATRI;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;113744;CELEBRAÇÃO DE CONVÊNIO;1007;APROVADO;CONTAGEM;OBRA SOCIAL MARIA DO CARMO FONSECA SILVA;07.811.509/0001-63;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Veículo Van (mínimo 15 lugares);Indicação de emenda para aquisição de um Veiculo Van 15 lugares.;;342000,0;;332116,33;332116,33;332116,33;332116,33;0,0;0,0;0,0;0,0;1481000554/2023;9390102,0;;08.244.065.4226.0001;4;49
NEILANDO PIMENTA;PSB;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;113745;RESOLUÇÃO SES;1008;APROVADO;CARLOS CHAGAS;HOSPITAL LOURENCO WESTIN;17.002.528/0001-00;;4453;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - HOSPITAIS PLATAFORMA;OUTRAS DESPESAS CORRENTES;;3;;Atenção ações custeio hospitalar;FES Custeio;400000,0;;400000,0;400000,0;400000,0;400000,0;0,0;0,0;0,0;0,0;;9388924,0;8774;10.302.157.4453.0001;3;2898
ANDREIA DE JESUS;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;113746;RESOLUÇÃO SES;590;APROVADO;GUANHAES;ASSOCIACAO DE CARIDADE NOSSA SENHORA DO CARMO;20.724.357/0001-20;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;260022,0;;260022,0;260022,0;260022,0;260022,0;0,0;0,0;0,0;0,0;;9388760,0;8787;10.302.157.4457.0001;3;2843
HELY TARQUINIO;PV;BLOCO MINAS SÃO MUITAS;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO - SEAPA;SEAPA;113747;CELEBRAÇÃO DE CONVÊNIO;20;APROVADO;LAGAMAR;ASSOCIAÇÃO DOS PEQUENOS PRODUTORES RURAIS DE BURITIS;01.267.417/0001-88;;4448;MECANIZAÇÃO NO CAMPO;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Camioneta;veículo camionete para apoio a produção agropecuária;;130000,0;;130000,0;130000,0;130000,0;130000,0;0,0;0,0;0,0;0,0;1231000091/2023;9386071,0;;20.608.127.4448.0001;4;136
HELY TARQUINIO;PV;BLOCO MINAS SÃO MUITAS;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO - SEAPA;SEAPA;113748;CELEBRAÇÃO DE CONVÊNIO;20;APROVADO;LAGAMAR;ASSOCIAÇÃO DOS AGRICULTORES FAMILIARES DE SALTADOR - MUNICÍPIO DE LAGAMAR, MG;14.345.017/0001-95;;4448;MECANIZAÇÃO NO CAMPO;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Camioneta;veículo camionete para apoio a produção agropecuária;;130000,0;;130000,0;130000,0;130000,0;130000,0;0,0;0,0;0,0;0,0;1231000070/2023;9385562,0;;20.608.127.4448.0001;4;109
HELY TARQUINIO;PV;BLOCO MINAS SÃO MUITAS;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO - SEAPA;SEAPA;113749;CELEBRAÇÃO DE CONVÊNIO;20;APROVADO;RIACHINHO;ASSOCIAÇÃO COMUNITÁRIA DE MORADORES PEQUENOS E MÉDIOS PRODUTORES DO POVOADO DE BURITIZEIRO MUNICÍPIO DE RIACHINHO;10.616.026/0001-12;;4448;MECANIZAÇÃO NO CAMPO;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Maquinário e/ou Implemento Agropecuário;maquinário ou implementos agrícolas;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;1231000343/2023;9389144,0;;20.608.127.4448.0001;4;176
ANDREIA DE JESUS;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;113750;RESOLUÇÃO SES;514;APROVADO;SERRO;CASA DE CARIDADE SANTA TEREZA;24.975.237/0001-56;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9388317,0;8771;10.302.157.4457.0001;3;2536
